"ElectionDate","Month","Day","Year","RaceCode","id","OfficeDesc","CountyCode","countynum","CountyName","NYT Mention","TBT Mention","Salience"
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","CLL",11,"Collier",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","CLM",12,"Columbia",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","DAD",13,"Miami-Dade",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","DES",14,"Desoto",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","DIX",15,"Dixie",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","DUV",16,"Duval",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","ESC",17,"Escambia",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","FLA",18,"Flagler",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","FRA",19,"Franklin",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","GAD",20,"Gadsden",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","GIL",21,"Gilchrist",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","GLA",22,"Glades",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","GUL",23,"Gulf",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","HAM",24,"Hamilton",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","HAR",25,"Hardee",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","HEN",26,"Hendry",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","HER",27,"Hernando",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","HIG",28,"Highlands",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","HIL",29,"Hillsborough",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","HOL",30,"Holmes",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","IND",31,"Indian River",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","JAC",32,"Jackson",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","JEF",33,"Jefferson",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","LAF",34,"Lafayette",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","LAK",35,"Lake",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","LEE",36,"Lee",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","LEO",37,"Leon",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","LEV",38,"Levy",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","LIB",39,"Liberty",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","MAD",40,"Madison",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","MAN",41,"Manatee",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","MON",42,"Monroe",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","MRN",43,"Marion",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","MRT",44,"Martin",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","NAS",45,"Nassau",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","OKA",46,"Okaloosa",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","OKE",47,"Okeechobee",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","ORA",48,"Orange",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","OSC",49,"Osceola",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","PAL",50,"Palm Beach",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","PAS",51,"Pasco",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","PIN",52,"Pinellas",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","POL",53,"Polk",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","PUT",54,"Putnam",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","SAN",55,"Santa Rosa",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","SAR",56,"Sarasota",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","SEM",57,"Seminole",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","STJ",58,"St. Johns",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","STL",59,"St. Lucie",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","SUM",60,"Sumter",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","SUW",61,"Suwannee",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","TAY",62,"Taylor",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","UNI",63,"Union",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","VOL",64,"Volusia",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","WAK",65,"Wakulla",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","WAL",66,"Walton",,,
"11/7/1978",11,7,1978,2,"A021978","Declaration of rights  (rev. of Art. I","WAS",67,"Washington",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","ALA",1,"Alachua",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","BAK",2,"Baker",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","BAY",3,"Bay",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","BRA",4,"Bradford",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","BRE",5,"Brevard",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","BRO",6,"Broward",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","CAL",7,"Calhoun",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","CHA",8,"Charlotte",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","CIT",9,"Citrus",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","CLA",10,"Clay",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","CLL",11,"Collier",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","CLM",12,"Columbia",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","DAD",13,"Miami-Dade",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","DES",14,"Desoto",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","DIX",15,"Dixie",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","DUV",16,"Duval",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","ESC",17,"Escambia",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","FLA",18,"Flagler",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","FRA",19,"Franklin",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","GAD",20,"Gadsden",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","GIL",21,"Gilchrist",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","GLA",22,"Glades",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","GUL",23,"Gulf",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","HAM",24,"Hamilton",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","HAR",25,"Hardee",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","HEN",26,"Hendry",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","HER",27,"Hernando",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","HIG",28,"Highlands",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","HIL",29,"Hillsborough",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","HOL",30,"Holmes",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","IND",31,"Indian River",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","JAC",32,"Jackson",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","JEF",33,"Jefferson",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","LAF",34,"Lafayette",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","LAK",35,"Lake",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","LEE",36,"Lee",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","LEO",37,"Leon",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","LEV",38,"Levy",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","LIB",39,"Liberty",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","MAD",40,"Madison",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","MAN",41,"Manatee",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","MON",42,"Monroe",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","MRN",43,"Marion",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","MRT",44,"Martin",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","NAS",45,"Nassau",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","OKA",46,"Okaloosa",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","OKE",47,"Okeechobee",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","ORA",48,"Orange",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","OSC",49,"Osceola",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","PAL",50,"Palm Beach",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","PAS",51,"Pasco",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","PIN",52,"Pinellas",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","POL",53,"Polk",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","PUT",54,"Putnam",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","SAN",55,"Santa Rosa",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","SAR",56,"Sarasota",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","SEM",57,"Seminole",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","STJ",58,"St. Johns",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","STL",59,"St. Lucie",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","SUM",60,"Sumter",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","SUW",61,"Suwannee",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","TAY",62,"Taylor",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","UNI",63,"Union",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","VOL",64,"Volusia",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","WAK",65,"Wakulla",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","WAL",66,"Walton",,,
"11/7/1978",11,7,1978,3,"A031978","Legislative [Single-Member Districts and Reapportionment Commission]  (rev. Art. III","WAS",67,"Washington",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","ALA",1,"Alachua",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","BAK",2,"Baker",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","BAY",3,"Bay",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","BRA",4,"Bradford",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","BRE",5,"Brevard",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","BRO",6,"Broward",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","CAL",7,"Calhoun",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","CHA",8,"Charlotte",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","CIT",9,"Citrus",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","CLA",10,"Clay",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","CLL",11,"Collier",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","CLM",12,"Columbia",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","DAD",13,"Miami-Dade",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","DES",14,"Desoto",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","DIX",15,"Dixie",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","DUV",16,"Duval",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","ESC",17,"Escambia",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","FLA",18,"Flagler",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","FRA",19,"Franklin",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","GAD",20,"Gadsden",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","GIL",21,"Gilchrist",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","GLA",22,"Glades",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","GUL",23,"Gulf",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","HAM",24,"Hamilton",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","HAR",25,"Hardee",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","HEN",26,"Hendry",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","HER",27,"Hernando",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","HIG",28,"Highlands",,,
"11/7/1978",11,7,1978,4,"A041978","Executive [Cabinet]  (rev. Art. IV","HIL",29,"Hillsborough",,,
